Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50803_0016936,GL50803_0016936_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein EGF-like,1521,162610,N/A,1,N/A
GL50803_0016940,GL50803_0016940_t1,Giardia Assemblage A isolate WB 2019,unspecified product,311,34803,N/A,0,N/A
GL50803_0016943,GL50803_0016943_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",946,104033,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016944,GL50803_0016944_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1295,141900,N/A,0,N/A
GL50803_0016945,GL50803_0016945_t1,Giardia Assemblage A isolate WB 2019,Kinesin-13,714,79667,Sterile alpha motif/pointed domain superfamily;P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding;microtubule motor activity;protein binding
GL50803_0016948,GL50803_0016948_t1,Giardia Assemblage A isolate WB 2019,Nucleolar protein NOP2,502,55349,S-adenosyl-L-methionine-dependent methyltransferase,0,RNA binding;S-adenosylmethionine-dependent methyltransferase activity;methyltransferase activity
GL50803_0016949,GL50803_0016949_t1,Giardia Assemblage A isolate WB 2019,unspecified product,229,24869,N/A,0,N/A
GL50803_001695,GL50803_001695_t1,Giardia Assemblage A isolate WB 2019,Rab11,216,23571,P-loop containing nucleoside triphosphate hydrolase,0,GTP binding;GTPase activity
GL50803_0016950,GL50803_0016950_t1,Giardia Assemblage A isolate WB 2019,unspecified product,396,42456,N/A,0,N/A
GL50803_0016951,GL50803_0016951_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1456,161070,N/A,0,protein binding
GL50803_0016952,GL50803_0016952_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",297,33486,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0016953,GL50803_0016953_t1,Giardia Assemblage A isolate WB 2019,Flap structure-specific endonuclease,361,40030,"5'-3' exonuclease, C-terminal domain superfamily;PIN-like domain superfamily",0,"DNA binding;catalytic activity;hydrolase activity, acting on ester bonds;nuclease activity"
GL50803_0016954,GL50803_0016954_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1133,126278,N/A,0,N/A
GL50803_0016956,GL50803_0016956_t1,Giardia Assemblage A isolate WB 2019,unspecified product,755,86236,N/A,3,N/A
GL50803_0016957,GL50803_0016957_t1,Giardia Assemblage A isolate WB 2019,WD40 repeat protein,362,38679,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0016958,GL50803_0016958_t1,Giardia Assemblage A isolate WB 2019,putative Phospholipid-transporting ATPase IA,1284,144213,"HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, transmembrane domain superfamily",8,ATP binding;nucleotide binding;obsolete ATP hydrolysis activity;transporter activity
GL50803_0016963,GL50803_0016963_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2730,305352,N/A,0,N/A
GL50803_0016966,GL50803_0016966_t1,Giardia Assemblage A isolate WB 2019,unspecified product,4561,513002,N/A,2,N/A
GL50803_0016967,GL50803_0016967_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",1419,154890,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016969,GL50803_0016969_t1,Giardia Assemblage A isolate WB 2019,RAN binding protein 1,166,18713,N/A,0,N/A
GL50803_0016970,GL50803_0016970_t1,Giardia Assemblage A isolate WB 2019,unspecified product,238,26330,N/A,0,N/A
GL50803_0016973,GL50803_0016973_t1,Giardia Assemblage A isolate WB 2019,unspecified product,520,59217,N/A,0,N/A
GL50803_0016975,GL50803_0016975_t1,Giardia Assemblage A isolate WB 2019,DNA topoisomerase II,1491,168400,"Ribosomal protein S5 domain 2-type fold;Histidine kinase/HSP90-like ATPase superfamily;DNA topoisomerase, type IIA-like domain superfamily",0,"ATP binding;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;metal ion binding"
GL50803_0016978,GL50803_0016978_t1,Giardia Assemblage A isolate WB 2019,unspecified product,548,61034,N/A,0,N/A
GL50803_0016979,GL50803_0016979_t1,Giardia Assemblage A isolate WB 2019,putative Rab32,274,30262,P-loop containing nucleoside triphosphate hydrolase,0,GTP binding;GTPase activity
GL50803_0016980,GL50803_0016980_t1,Giardia Assemblage A isolate WB 2019,unspecified product,3049,342663,N/A,2,N/A
GL50803_0016981,GL50803_0016981_t1,Giardia Assemblage A isolate WB 2019,unspecified product,527,60278,N/A,0,N/A
GL50803_0016985,GL50803_0016985_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1085,121863,N/A,0,N/A
GL50803_0016986,GL50803_0016986_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",652,71415,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0016988,GL50803_0016988_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",278,30667,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0016992,GL50803_0016992_t1,Giardia Assemblage A isolate WB 2019,unspecified product,996,115623,N/A,0,N/A
GL50803_0016993,GL50803_0016993_t1,Giardia Assemblage A isolate WB 2019,putative FtsJ cell division protein,1084,122975,S-adenosyl-L-methionine-dependent methyltransferase,0,methyltransferase activity
GL50803_0016996,GL50803_0016996_t1,Giardia Assemblage A isolate WB 2019,Enkurin superfamily protein,358,39591,N/A,0,N/A
GL50803_0016998,GL50803_0016998_t1,Giardia Assemblage A isolate WB 2019,unspecified product,608,69153,N/A,0,N/A
GL50803_0016999,GL50803_0016999_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1242,138115,Armadillo-type fold,0,N/A
GL50803_0017000,GL50803_0017000_t1,Giardia Assemblage A isolate WB 2019,Peptidyl-prolyl cis-trans isomerase B,191,21210,Cyclophilin-like domain superfamily,0,peptidyl-prolyl cis-trans isomerase activity
GL50803_0017003,GL50803_0017003_t1,Giardia Assemblage A isolate WB 2019,Zinc finger domain-containing protein,338,38110,Zinc finger C2H2 superfamily,0,N/A
GL50803_0017005,GL50803_0017005_t1,Giardia Assemblage A isolate WB 2019,Protein 21.6,854,95568,N/A,1,chromatin binding
GL50803_0017006,GL50803_0017006_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1381,163937,N/A,0,N/A
GL50803_0017008,GL50803_0017008_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1928,215650,N/A,0,N/A
GL50803_0017011,GL50803_0017011_t1,Giardia Assemblage A isolate WB 2019,unspecified product,826,93319,N/A,0,N/A
GL50803_0017012,GL50803_0017012_t1,Giardia Assemblage A isolate WB 2019,unspecified product,419,47489,N/A,0,N/A
GL50803_0017013,GL50803_0017013_t1,Giardia Assemblage A isolate WB 2019,Isoprenylcysteine carboxyl methyltransferase,204,23554,N/A,4,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
GL50803_0017014,GL50803_0017014_t1,Giardia Assemblage A isolate WB 2019,Nuclear ATP/GTP-binding protein,614,68653,N/A,0,metallocarboxypeptidase activity;zinc ion binding
GL50803_0017015,GL50803_0017015_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,426,47300,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017023,GL50803_0017023_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,787,86322,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017025,GL50803_0017025_t1,Giardia Assemblage A isolate WB 2019,Nuclear ATP/GTP-binding protein,666,74871,N/A,0,metallocarboxypeptidase activity;zinc ion binding
GL50803_0017030,GL50803_0017030_t1,Giardia Assemblage A isolate WB 2019,Jac1,224,25143,"Chaperone J-domain superfamily;HscB, C-terminal domain superfamily",0,ATPase activator activity;chaperone binding
GL50803_0017036,GL50803_0017036_t1,Giardia Assemblage A isolate WB 2019,SET domain-containing protein,409,46837,N/A,0,protein binding
GL50803_0017037,GL50803_0017037_t1,Giardia Assemblage A isolate WB 2019,unspecified product,254,28759,N/A,0,N/A
GL50803_0017042,GL50803_0017042_t1,Giardia Assemblage A isolate WB 2019,unspecified product,980,110174,N/A,0,N/A
GL50803_0017043,GL50803_0017043_t1,Giardia Assemblage A isolate WB 2019,Glyceraldehyde 3-phosphate dehydrogenase,407,44583,NAD(P)-binding domain superfamily,0,"NAD binding;NADP binding;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
GL50803_0017044,GL50803_0017044_t1,Giardia Assemblage A isolate WB 2019,Tat binding protein 1(TBP-1)-interacting protein,231,25418,N/A,0,N/A
GL50803_0017045,GL50803_0017045_t1,Giardia Assemblage A isolate WB 2019,unspecified product,325,35292,N/A,0,N/A
GL50803_0017046,GL50803_0017046_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,680,74579,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017051,GL50803_0017051_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,750,81596,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017053,GL50803_0017053_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1044,113951,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017054,GL50803_0017054_t1,Giardia Assemblage A isolate WB 2019,Acidic ribosomal protein P0,326,35036,Ribosomal protein L10-like domain superfamily,0,N/A
GL50803_0017055,GL50803_0017055_t1,Giardia Assemblage A isolate WB 2019,unspecified product,554,62272,N/A,0,N/A
GL50803_0017056,GL50803_0017056_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein L6,185,20855,"Ribosomal protein L6, alpha-beta domain superfamily",0,rRNA binding;structural constituent of ribosome
GL50803_0017058,GL50803_0017058_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1039,117460,N/A,0,N/A
GL50803_0017060,GL50803_0017060_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,623,66236,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017062,GL50803_0017062_t1,Giardia Assemblage A isolate WB 2019,unspecified product,276,31409,N/A,0,N/A
GL50803_0017063,GL50803_0017063_t1,Giardia Assemblage A isolate WB 2019,Pyruvate-flavodoxin oxidoreductase,1199,131803,"Thiamin diphosphate-binding fold;Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II;Pyruvate-flavodoxin oxidoreductase, central domain",0,"catalytic activity;iron ion binding;oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors;thiamine pyrophosphate binding"
GL50803_0017064,GL50803_0017064_t1,Giardia Assemblage A isolate WB 2019,unspecified product,349,39169,N/A,0,N/A
GL50803_0017065,GL50803_0017065_t1,Giardia Assemblage A isolate WB 2019,Sec24-like 3,980,109624,"von Willebrand factor A-like domain superfamily;Zinc finger, Sec23/Sec24-type superfamily",0,zinc ion binding
GL50803_0017068,GL50803_0017068_t1,Giardia Assemblage A isolate WB 2019,WD40 repeat protein,331,37020,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0017069,GL50803_0017069_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",523,58775,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity
GL50803_0017073,GL50803_0017073_t1,Giardia Assemblage A isolate WB 2019,Kinase,799,88499,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0017074,GL50803_0017074_t1,Giardia Assemblage A isolate WB 2019,Coiled-coil protein,876,98002,N/A,0,N/A
GL50803_0017075,GL50803_0017075_t1,Giardia Assemblage A isolate WB 2019,putative Spindle pole protein,780,85305,N/A,0,N/A
GL50803_0017079,GL50803_0017079_t1,Giardia Assemblage A isolate WB 2019,unspecified product,424,48250,N/A,0,N/A
GL50803_0017080,GL50803_0017080_t1,Giardia Assemblage A isolate WB 2019,unspecified product,3171,354178,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0017081,GL50803_0017081_t1,Giardia Assemblage A isolate WB 2019,unspecified product,472,52273,N/A,0,N/A
GL50803_0017082,GL50803_0017082_t1,Giardia Assemblage A isolate WB 2019,Rab geranylgeranyltransferase,1130,123228,Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,0,Rab geranylgeranyltransferase activity;catalytic activity;protein prenyltransferase activity
GL50803_0017083,GL50803_0017083_t1,Giardia Assemblage A isolate WB 2019,unspecified product,550,58676,N/A,0,N/A
GL50803_0017084,GL50803_0017084_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",1462,161832,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0017089,GL50803_0017089_t1,Giardia Assemblage A isolate WB 2019,unspecified product,496,54859,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50803_0017090,GL50803_0017090_t1,Giardia Assemblage A isolate WB 2019,Trophozoite antigen GTA-1,181,20734,Sterile alpha motif/pointed domain superfamily,0,protein binding
GL50803_0017091,GL50803_0017091_t1,Giardia Assemblage A isolate WB 2019,putative Exosome complex exonuclease,227,23326,"Nucleic acid-binding, OB-fold",0,RNA binding
GL50803_0017092,GL50803_0017092_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2206,243634,N/A,2,N/A
GL50803_0017094,GL50803_0017094_t1,Giardia Assemblage A isolate WB 2019,unspecified product,651,73772,N/A,0,N/A
GL50803_0017096,GL50803_0017096_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,760,85475,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017097,GL50803_0017097_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1438,160910,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017102,GL50803_0017102_t1,Giardia Assemblage A isolate WB 2019,unspecified product,226,25282,Proteasome activator superfamily,0,N/A
GL50803_0017103,GL50803_0017103_t1,Giardia Assemblage A isolate WB 2019,Orc1/CDC6,372,41087,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50803_0017104,GL50803_0017104_t1,Giardia Assemblage A isolate WB 2019,unspecified product,201,23114,EF-hand domain pair,0,N/A
GL50803_0017105,GL50803_0017105_t1,Giardia Assemblage A isolate WB 2019,Intraflagellar transport protein IFT172,1960,215414,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0017106,GL50803_0017106_t1,Giardia Assemblage A isolate WB 2019,26S protease regulatory subunit 8,401,45036,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP hydrolysis activity;proteasome-activating ATPase activity
GL50803_0017109,GL50803_0017109_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1088,121228,N/A,0,N/A
GL50803_0017110,GL50803_0017110_t1,Giardia Assemblage A isolate WB 2019,unspecified product,981,108809,Armadillo-type fold,0,small GTPase binding
GL50803_0017111,GL50803_0017111_t1,Giardia Assemblage A isolate WB 2019,unspecified product,167,18120,N/A,0,N/A
GL50803_0017112,GL50803_0017112_t1,Giardia Assemblage A isolate WB 2019,putative U3 small nucleolar ribonucleoprotein IMP4,366,43094,N/A,0,rRNA binding;rRNA primary transcript binding
GL50803_0017115,GL50803_0017115_t1,Giardia Assemblage A isolate WB 2019,unspecified product,841,93591,N/A,0,N/A
GL50803_0017116,GL50803_0017116_t1,Giardia Assemblage A isolate WB 2019,Cytochrome b5-like Heme/Steroid binding domain-containing protein,215,24964,Ubiquitin-like domain superfamily;Cytochrome b5-like heme/steroid binding domain superfamily,0,protein binding
GL50803_0017117,GL50803_0017117_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1054,115159,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017118,GL50803_0017118_t1,Giardia Assemblage A isolate WB 2019,putative U2 small nuclear ribonucleoprotein A',1160,130887,N/A,0,U2 snRNA binding;protein binding
GL50803_0017119,GL50803_0017119_t1,Giardia Assemblage A isolate WB 2019,putative zinc-RING and/or ribbon domain-containing protein,767,83844,N/A,0,N/A
GL50803_0017120,GL50803_0017120_t1,Giardia Assemblage A isolate WB 2019,CEGP1 protein,540,58286,Glycoside hydrolase superfamily;Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0017121,GL50803_0017121_t1,Giardia Assemblage A isolate WB 2019,Bip,662,72662,"Heat shock protein 70kD, peptide-binding domain superfamily;Heat shock protein 70kD, C-terminal domain superfamily;ATPase, nucleotide binding domain",0,ATP binding;ATP hydrolysis activity
GL50803_0017123,GL50803_0017123_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1686,189913,N/A,0,N/A
GL50803_0017125,GL50803_0017125_t1,Giardia Assemblage A isolate WB 2019,unspecified product,259,27787,N/A,0,N/A
GL50803_0017126,GL50803_0017126_t1,Giardia Assemblage A isolate WB 2019,PSP domain-containing protein,309,34944,N/A,0,N/A
GL50803_0017127,GL50803_0017127_t1,Giardia Assemblage A isolate WB 2019,unspecified product,550,59784,N/A,7,N/A
GL50803_0017129,GL50803_0017129_t1,Giardia Assemblage A isolate WB 2019,unspecified product,264,29886,N/A,0,N/A
GL50803_001713,GL50803_001713_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,252,27431,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017130,GL50803_0017130_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1500,163729,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0017132,GL50803_0017132_t1,Giardia Assemblage A isolate WB 2019,MRP-like ABC transporter,1574,175278,"P-loop containing nucleoside triphosphate hydrolase;ABC transporter type 1, transmembrane domain superfamily",9,ABC-type transporter activity;ABC-type xenobiotic transporter activity;ATP binding
GL50803_0017134,GL50803_0017134_t1,Giardia Assemblage A isolate WB 2019,unspecified product,811,90310,N/A,0,N/A
GL50803_0017139,GL50803_0017139_t1,Giardia Assemblage A isolate WB 2019,"Kinase, CMGC CMGC-GL1",613,69910,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
